店の名前,駅からの距離,店のカテゴリ(キーワード),紹介文,評価,コメント数,ブックマーク数,夜の予算,昼の予算,住所
割烹 うを浅,岡町駅 123m,日本料理、寿司,,,7,,"￥5,000～￥5,999","￥5,000～￥5,999",大阪府豊中市岡町8-11
小料理酒屋 和ZEN,岡町駅 295m,日本料理、居酒屋,,3.06,6,159,"￥3,000～￥3,999",-,大阪府豊中市岡町4-10 ユニーブル101
珈琲館 かたすみ本店,岡町駅 248m,カフェ、喫茶店,,,23,,-,-,大阪府豊中市岡町10-6
御菓子司 竹寅堂,岡町駅 144m,和菓子,,3.04,3,22,-,-,大阪府豊中市岡町9-3
鈴乃家,岡町駅 76m,うなぎ、寿司,,3.17,19,252,-,～￥999,大阪府豊中市岡町8-24
てっぱん肉なべ 肉はち,岡町駅 299m,ホルモン,,3.04,2,138,"￥2,000～￥2,999",-,大阪府豊中市岡町4-10 ユニーブル岡町 1F
斑猫依,岡町駅 136m,和菓子,,3,2,113,-,-,大阪府豊中市岡町9-1
Spiceup!,岡町駅 116m,カレー,,3,3,26,-,-,大阪府豊中市岡町8-16
明石鮓,岡町駅 115m,寿司,,3.14,24,1402,"￥8,000～￥9,999",-,大阪府豊中市岡町北1-4-11 エムエス岡町ビル 1F
あみや 岡町店,岡町駅 60m,焼き鳥、鳥料理、居酒屋,,3.03,12,378,"￥3,000～￥3,999",-,大阪府豊中市岡町北1-2-20
OTOGI de BonBon,岡町駅 101m,洋菓子、スイーツ,,3.14,15,669,-,～￥999,大阪府豊中市岡町北3-1-5 岡町駅前レジデンス 1F
ファミリーマート 豊中岡町北店,岡町駅 539m,コンビニ・スーパー,,3,2,7,-,-,大阪府豊中市岡町北2-18-28
和食屋喜助,岡町駅 228m,日本料理,,3.02,2,106,-,-,大阪府豊中市岡町北3-2-12
アレックス,岡町駅 61m,喫茶店,,3.01,2,31,-,-,大阪府豊中市岡町北1-1-20
すし寅,岡町駅 118m,寿司,,3.08,9,158,-,-,大阪府豊中市岡町北1-2-8
CADENCE,岡町駅 426m,ハンバーガー,,3.31,34,1056,"￥2,000～￥2,999","￥1,000～￥1,999",大阪府豊中市岡町北3-6-16 西岡町マンション 1F
アビリーン,岡町駅 73m,カフェ、バー,,3.02,2,28,-,-,大阪府豊中市岡町北1-1-5 ラークスパ 2F
海鮮屋台 おくまん 岡町店,岡町駅 61m,居酒屋、海鮮,,3.08,17,233,"￥2,000～￥2,999",-,大阪府豊中市岡町北1-2-20
やじろ兵衛,岡町駅 114m,日本料理,,,35,,-,-,大阪府豊中市岡町北1-4-11
中華菜房 古谷,岡町駅 98m,中華料理、汁なし担々麺,,3.51,71,5341,"￥8,000～￥9,999","￥3,000～￥3,999",大阪府豊中市岡町南1-1-22 矢部ビル岡町コーポ 1Ｆ
古絵本とコーヒーのお店 ちぇすなっと,岡町駅 315m,カフェ,,3.06,5,339,-,～￥999,大阪府豊中市岡町南1-6-13 ダイヤコート豊中 1F
美味,岡町駅 607m,お好み焼き,,,2,9,-,-,大阪府豊中市岡町南3-5-29
天ぷら割烹 たかの,岡町駅 105m,天ぷら,,3.54,36,1837,"￥10,000～￥14,999","￥5,000～￥5,999",大阪府豊中市岡町南1-1-20
ピザ カーサ イナバ,岡町駅 327m,ピザ,,3.04,5,158,-,-,大阪府豊中市岡町南2-5-1
サケ ショップ サトウ,岡町駅 632m,その他,,,2,5,-,-,大阪府豊中市岡町南3-5-10
島珈琲,岡町駅 225m,その他,,,1,42,-,-,大阪府豊中市岡町南1丁目5番47号
サウスウッド,岡町駅 655m,洋食、カフェ、ケーキ,,3.37,91,6090,"￥1,000～￥1,999","￥1,000～￥1,999",大阪府豊中市岡町南3-5-7
生パスタの店 フェリーチェ,岡町駅 94m,パスタ,,3.07,17,508,-,"￥1,000～￥1,999",大阪府豊中市岡町南1-1-22
富山食堂,岡町駅 614m,食堂,,3.02,2,40,-,-,大阪府豊中市岡町南3-5-29
翼富士,岡町駅 213m,焼き鳥,,3.04,4,123,-,-,大阪府豊中市岡町南1-5-48
M,岡町駅 508m,カフェ,,,36,,-,-,大阪府豊中市岡町南2-11-28
サイフォン式珈琲 広,岡町駅 94m,喫茶店,,3.05,4,54,～￥999,～￥999,大阪府豊中市岡町南3-1-22-105
焼肉 絆,服部天神駅 915m,焼肉、ホルモン,,3.05,5,152,"￥4,000～￥4,999",-,大阪府豊中市小曽根1-22-3 出口マンション 106
喫茶 MON,服部天神駅 997m,喫茶店,,3.02,1,12,～￥999,～￥999,大阪府豊中市小曽根1-4-10 ファミールハイツ 1F
炭火焼鳥 かん馬,豊中市,焼き鳥、鳥料理,,3.06,5,190,"￥3,000～￥3,999",-,大阪府豊中市小曽根2-3-1
宝来,服部天神駅 843m,焼肉、ホルモン、冷麺,,3.07,13,450,"￥5,000～￥5,999",-,大阪府豊中市小曽根1-11-18 永田マンション 1Ｆ
丸亀製麺 豊中小曽根店,豊中市,うどん,,3.15,94,327,～￥999,～￥999,大阪府豊中市小曽根4-3-8
ファミリーマート 豊中小曽根店,豊中市,コンビニ・スーパー,,3.02,1,1,-,-,大阪府豊中市小曽根4-3-1
丹洛,豊中市,和菓子,,3.07,13,314,-,-,大阪府豊中市小曽根2-1-9
Nepali Kitchen Grish Curry House,服部天神駅 934m,インドカレー、インド料理、ネパール料理,,,3,,-,-,大阪府豊中市小曽根1-3-1
京屋 小曽根店,服部天神駅 815m,和菓子,,3,2,25,-,-,大阪府豊中市小曽根1-10-43
ナガサキの鐘 豊中店,豊中市,中華料理、ちゃんぽん、飲茶・点心,,3.43,206,2711,～￥999,"￥1,000～￥1,999",大阪府豊中市小曽根4-2-8
ベーカリープラザ・80,服部天神駅 965m,パン,,3.06,9,114,-,-,大阪府豊中市小曽根1-24-9
ドミノ・ピザ 豊中小曽根店,豊中市,イタリアン、ピザ、パスタ,,3.01,5,26,-,-,大阪府豊中市小曽根4-2-5 HAPPINESS743 1F
ラーメン 哲史,庄内駅 951m,ラーメン,,3.69,442,11045,"￥1,000～￥1,999","￥1,000～￥1,999",大阪府豊中市小曽根4-9-2
waraい。,服部天神駅 925m,居酒屋,,3,2,15,-,-,大阪府豊中市小曽根1-22-3
はま寿司 豊中小曽根店,豊中市,回転寿司,,3.07,58,245,"￥1,000～￥1,999","￥1,000～￥1,999",大阪府豊中市小曽根3-2-23
ソトウマメシ,服部天神駅 768m,その他,,,1,9,-,-,大阪府豊中市小曽根1-1-6
鉄板料理 てんつく。,豊中市,たこ焼き、焼きそば、居酒屋,,3,1,20,-,-,大阪府豊中市小曽根4-16-12
仲代志,柴原阪大前駅 922m,寿司,,,1,38,"￥4,000～￥4,999","￥4,000～￥4,999",大阪府豊中市春日町1-12-7
ヴィフーン,桜井駅 977m,アジア・エスニック、ベトナム料理,,3.3,26,574,"￥2,000～￥2,999",～￥999,大阪府豊中市春日町5-3-1
やきとり福福,牧落駅 862m,焼き鳥,,3.03,4,115,-,-,大阪府豊中市春日町5-6-6
パン工房 マカナ,桜井駅 949m,パン、サンドイッチ,,3.08,7,216,-,-,大阪府豊中市春日町2-3-14 パロ春日 2F
無添くら寿司 豊中春日町店,牧落駅 994m,回転寿司,,3.05,28,125,"￥1,000～￥1,999","￥1,000～￥1,999",大阪府豊中市春日町5-8-15
福寿堂,少路（大阪モノレール）駅 906m,和菓子,,3.08,10,159,-,-,大阪府豊中市春日町3-9-12
串カツキッチンLala,牧落駅 878m,串揚げ、居酒屋,,,15,,-,-,大阪府豊中市春日町5-6-12
太鼓亭 豊中春日店,豊中市,うどん、そば、丼,,3.12,56,333,"￥1,000～￥1,999","￥1,000～￥1,999",大阪府豊中市春日町5-9-18
おいで屋,桜井駅 872m,たこ焼き、お好み焼き,,3.03,6,35,-,-,大阪府豊中市春日町3-1-50 シャトル松尾 1F
ドロップイン,柴原阪大前駅 814m,バル、パスタ、バー,,3.03,4,112,"￥1,000～￥1,999",-,大阪府豊中市春日町1-1-5
トトロの台所,桜井駅 950m,居酒屋,,,20,,-,-,大阪府豊中市春日町2-3-14
バーミヤン 豊中緑丘店,豊中市,ファミレス,,3.06,35,158,"￥1,000～￥1,999",～￥999,大阪府豊中市春日町5-9-23
そこそこCOFFEE,少路（大阪モノレール）駅 740m,カフェ,,3.02,2,47,-,-,大阪府豊中市春日町1-7-22
カトレア,桜井駅 851m,喫茶店,,,6,,-,-,大阪府豊中市春日町4-1-12
彩さい,豊中市,居酒屋,,3.01,1,45,-,-,大阪府豊中市春日町2-1-9
ステーキハウス華,桃山台駅 545m,ステーキ、海鮮、鉄板焼き,◇接待・記念日のお食事に◇特選黒毛和牛・鮑は極上の“鉄板焼き”に◎特別なお食事を楽しんで,3.28,64,2989,"￥10,000～￥14,999","￥2,000～￥2,999",大阪府豊中市上新田3-2-10
三姉妹のパパ,千里中央駅 585m,カフェ、バー,,3.04,2,57,"￥2,000～￥2,999","￥1,000～￥1,999",大阪府豊中市上新田1-24 パークヒルズ M-105
牛宗まるなか 桃山台店,桃山台駅 523m,焼肉、韓国料理、居酒屋,【桃山台駅5分】精肉店直営だからこその良質な黒毛和牛を味わえる焼肉店。駐車場完備◎,3.08,12,265,"￥4,000～￥4,999",-,大阪府豊中市上新田3-2-7 1F
とん平 千里店,桃山台駅 630m,お好み焼き、居酒屋、鉄板焼き,鉄板囲んで粉もんパーティー♪外はパリッと、中はふっくらのお好み焼きは秘伝のソースが決め手！,3.09,20,300,"￥2,000～￥2,999","￥1,000～￥1,999",大阪府豊中市上新田3-1-9 スタジオ千里 B1F
KOH,南千里駅 955m,韓国料理、居酒屋、鍋,【メディア出演多数！北摂の人気店】辛さが選べるお鍋は昭和20年から続く秘伝の出汁が決め手◎,3.22,48,2318,"￥2,000～￥2,999",-,大阪府豊中市上新田4-16-10
但馬屋 千里,千里中央駅 785m,焼肉、ホルモン、ステーキ,【完全個室/近隣駐車場有】 但馬屋こだわりのお肉で幸せなひとときをお過ごしください,3.54,288,8068,"￥8,000～￥9,999","￥2,000～￥2,999",大阪府豊中市上新田3-10-17
スコーネ,桃山台駅 567m,フレンチ、ステーキ、海鮮,,3.2,20,1211,"￥5,000～￥5,999","￥3,000～￥3,999",大阪府豊中市上新田3-5-26
デイリーカナート イズミヤ 上新田店,千里中央駅 847m,コンビニ・スーパー,,,3,7,-,-,大阪府豊中市上新田4-1-18
bar+music home,桃山台駅 503m,バー,,,1,20,"￥1,000～￥1,999",-,大阪府豊中市上新田3-2-5 第2千里ハイツ 2F
Prosper22,桃山台駅 576m,ケーキ,,3.08,9,213,-,-,大阪府豊中市上新田3-3-16
大阪王将 中環千里店,千里中央駅 467m,中華料理、餃子,,3.07,74,354,"￥1,000～￥1,999","￥1,000～￥1,999",大阪府豊中市上新田2-21-25
マクドナルド 豊中上新田店,千里中央駅 518m,ハンバーガー,,3.04,23,108,～￥999,～￥999,大阪府豊中市上新田1-220
珈琲所 コメダ珈琲店 豊中上新田店,桃山台駅 855m,カフェ、喫茶店、サンドイッチ,,3.07,63,441,～￥999,～￥999,大阪府豊中市上新田4-29-16
焼肉 昇家 桃山台店,桃山台駅 878m,焼肉,,,9,,-,-,大阪府豊中市上新田4-17-27
朝起きたら君がいた,千里中央駅 850m,パン,,3.07,15,305,-,～￥999,大阪府豊中市上新田4-7-10
cafe inukshuk,千里中央駅 604m,カフェ、洋菓子、ケーキ,,3.04,3,180,-,-,大阪府豊中市上新田1-28 千里中央パークヒルズ L棟 1F
サクラグリル,南千里駅 950m,洋食、ハンバーグ,,3.6,117,9044,"￥2,000～￥2,999",-,大阪府豊中市上新田4-16-11 グランベール千里 1F
セブンイレブン 豊中上新田4丁目店,千里中央駅 750m,コンビニ・スーパー,,,1,2,-,-,大阪府豊中市上新田4-5-5
寿司たく,千里中央駅 670m,寿司,,3.05,11,194,-,"￥1,000～￥1,999",大阪府豊中市上新田2-15-5
ごちそう村 豊中上新田店,桃山台駅 745m,居酒屋,,3.06,40,493,"￥3,000～￥3,999","￥1,000～￥1,999",大阪府豊中市上新田4-29-3
かっぱ寿司 豊中上新田店,千里中央駅 789m,回転寿司,,3.03,21,131,"￥1,000～￥1,999","￥1,000～￥1,999",大阪府豊中市上新田4-5-5-2
細うどん 黒門さかえ,豊中市,うどん、カレーうどん,,3.37,78,4157,"￥1,000～￥1,999","￥1,000～￥1,999",大阪府豊中市上新田4-16-2
鉄板焼きれすとらん 中はら,千里中央駅 670m,ステーキ、鉄板焼き,,3.18,19,781,-,"￥1,000～￥1,999",大阪府豊中市上新田2-15-5千里サンハイツ205
ティッキー,桃山台駅 677m,喫茶店,,,1,22,-,-,大阪府豊中市上新田4-25-3
一柳斎 玄庵,桃山台駅 500m,そば、居酒屋、創作料理,,3.14,19,875,"￥3,000～￥3,999","￥1,000～￥1,999",大阪府豊中市上新田3-3-38-106 第二千里グランドハイツ 1F
Cafe You-lulu,千里中央駅 673m,カフェ,,3.02,1,5,-,-,大阪府豊中市上新田2-15-5 千里サンハイツ
不二家 レストラン 桃山台店,桃山台駅 671m,ファミレス、洋食、ケーキ,,3.08,88,581,"￥1,000～￥1,999","￥1,000～￥1,999",大阪府豊中市上新田1-1-4
竹内,千里中央駅 539m,中華料理、担々麺、居酒屋,,3.13,23,957,-,-,大阪府豊中市上新田1-24
本家かまどや 千里中央大通り店,南千里駅 944m,弁当,,3,4,17,-,-,大阪府豊中市上新田4-16-7
たけみ,桃山台駅 872m,お好み焼き,,3,2,29,-,-,大阪府豊中市上新田4-17-28
家庭料理 さくら,桃山台駅 551m,喫茶店,,3.03,3,27,-,-,大阪府豊中市上新田4-22-6
銀のさら 桃山台店,千里中央駅 799m,寿司,,3.01,2,14,-,-,大阪府豊中市上新田3-10-10 1F
たこ焼き屋しんちゃん,千里中央駅 749m,たこ焼き、お好み焼き,,3.06,10,196,-,-,大阪府豊中市上新田2-14-8
ドミノ・ピザ 千里桃山台店,千里中央駅 714m,ピザ,,3.01,8,36,-,-,大阪府豊中市上新田1-28-12
ガチ唐 豊中店,千里中央駅 597m,からあげ、居酒屋,,3.05,4,61,-,-,大阪府豊中市上新田1-24 千里中央パークヒルズM 1F
floresta 豊中ラボ店,千里中央駅 839m,ドーナツ,,,5,,-,-,大阪府豊中市上新田4-7-10
神戸屋ブレッドラブ 豊中店,三国駅 517m,洋食、パン、カフェ,,3.35,124,2613,"￥2,000～￥2,999","￥1,000～￥1,999",大阪府豊中市神州町1-50
さぬき亭,三国駅 374m,うどん、カレーうどん、かつ丼,,3.1,19,123,-,～￥999,大阪府豊中市神州町1-15 ALGO7 1F
マミー,三国駅 459m,ジェラート・アイスクリーム、ジューススタンド、かき氷,,3.02,3,32,-,-,大阪府豊中市神州町1-16 神州温泉 あるごの湯
アルゴキッチン,三国駅 362m,麺類、ピザ、カフェ,,3.06,14,58,～￥999,～￥999,大阪府豊中市神州町1-15 ALGO7 2F
LAWSON 豊中神州町店,神崎川駅 599m,コンビニ・スーパー,,3,2,7,-,-,大阪府豊中市神州町2-77
居酒屋 より道,三国駅 460m,居酒屋、串揚げ、麺類,,3.03,8,61,"￥1,000～￥1,999",-,大阪府豊中市神州町1-16 神州温泉 あるごの湯
かんざき,三国駅 418m,日本料理、麺類、かつ丼,,3.22,41,232,"￥1,000～￥1,999","￥1,000～￥1,999",大阪府豊中市神州町1-16 神州温泉 あるごの湯
フルーツらいふ,三国駅 460m,ジューススタンド、ジェラート・アイスクリーム,,3.07,7,48,-,-,大阪府豊中市神州町1-16 神州温泉 あるごの湯
神州温泉 あるごの湯,三国駅 460m,その他,,3.1,18,32,"￥1,000～￥1,999",-,大阪府豊中市神州町1-16
裕寿司,豊中駅 574m,寿司、海鮮、鍋,,3.29,76,2026,"￥4,000～￥4,999","￥1,000～￥1,999",大阪府豊中市北桜塚1-5-16
四季彩御料理 わかな,岡町駅 899m,日本料理、創作料理,,3.07,11,879,"￥5,000～￥5,999","￥2,000～￥2,999",大阪府豊中市北桜塚3-8-26 リブレ北桜塚 101
桜塚四丁目,豊中駅 915m,喫茶店,,3.04,4,129,-,-,大阪府豊中市北桜塚4-5-38
GRAND OEUF PUDDING 豊中店,岡町駅 586m,プリン、洋菓子,,3.16,63,817,～￥999,-,大阪府豊中市北桜塚3-2-35
料理屋くおん,岡町駅 827m,日本料理,,3.64,95,6944,"￥10,000～￥14,999","￥4,000～￥4,999",大阪府豊中市北桜塚3-7-28
パンダッコ,岡町駅 958m,パン,,3.11,12,698,～￥999,～￥999,大阪府豊中市北桜塚3-8-17
くらし商店 USAGI,豊中駅 625m,洋菓子,,3,6,150,-,-,大阪府豊中市北桜塚2-14-9
ラーメン ギョーザ 飛龍,岡町駅 555m,ラーメン、餃子,,3.07,21,194,-,"￥1,000～￥1,999",大阪府豊中市北桜塚1-5-29
coco cafe,豊中駅 631m,カフェ,,3.04,5,143,～￥999,～￥999,大阪府豊中市北桜塚2-14-10 北桜塚ビル 1F
やきとり おかげ,岡町駅 524m,焼き鳥、居酒屋,,3.39,25,1455,"￥6,000～￥7,999",-,大阪府豊中市北桜塚1-2-3
チーズケーキと豆腐スイーツの店 おめざや 豊中店,岡町駅 572m,スイーツ,,3,1,63,-,-,大阪府豊中市北桜塚1-5-18
阪急OASIS 小曽根店,服部天神駅 814m,コンビニ・スーパー,,,,,-,-,大阪府豊中市北条町3-2-34
クィーン,豊中市,喫茶店,,,4,,-,-,大阪府豊中市北条町4-1-15
マクドナルド 小曽根オアシス店,服部天神駅 786m,ハンバーガー,,3,2,8,～￥999,～￥999,大阪府豊中市北条町3-2-34 阪急オアシス小曽根店 1F
ふる里,豊中市,お好み焼き、食堂、居酒屋,,3.03,3,41,-,-,大阪府豊中市北条町2-26-11
中華料理菊水,服部天神駅 850m,中華料理,,3.18,30,1013,"￥1,000～￥1,999","￥1,000～￥1,999",大阪府豊中市北条町2-9-12
イタリアン食堂 bis fare,服部天神駅 745m,イタリアン,,3.18,24,479,"￥3,000～￥3,999","￥1,000～￥1,999",大阪府豊中市北条町1-22-7 サンワード緑地 1F
farm,豊中市,カフェ,,,9,,-,-,大阪府豊中市北条町4-1-26
味覚,服部天神駅 601m,食堂、うどん,,3.05,3,110,"￥2,000～￥2,999",～￥999,大阪府豊中市北条町1-34-12
スリール,服部天神駅 679m,パン,,3.17,29,691,-,-,大阪府豊中市北条町1-36-1 ハイツブルースカイ 1F
やよい亭,豊中市,ラーメン,,3.45,125,2683,～￥999,～￥999,大阪府豊中市北緑丘2-1-21-101
そば太鼓亭 豊中北緑丘店,箕面船場阪大前駅 918m,そば,,3.06,27,126,"￥1,000～￥1,999","￥1,000～￥1,999",大阪府豊中市北緑丘2-8-6
シェフカワカミ まきおち店,牧落駅 882m,コンビニ・スーパー,,3.05,1,16,-,-,大阪府豊中市北緑丘1-7-170
眞瀬精肉店,豊中市,その他,,3.02,14,270,-,"￥3,000～￥3,999",大阪府豊中市熊野町4-11-9
フレンドマート 豊中熊野店,豊中市,コンビニ・スーパー,,3.02,4,14,-,-,大阪府豊中市熊野町4-15-17
果むろ,豊中市,和菓子,,3.11,12,503,-,-,大阪府豊中市熊野町4-21-34
ピニョン,豊中市,ケーキ,,3.14,20,218,-,-,大阪府豊中市熊野町1-7-7
フードショップ青葉 東豊中店,豊中市,その他,,,1,7,-,"￥1,000～￥1,999",大阪府豊中市熊野町4-21-43
ほっかほっか亭 熊野町,豊中市,弁当,,3,3,17,-,-,大阪府豊中市熊野町2-10-23
patisserie hana hana,豊中市,ケーキ,,3.13,23,526,-,-,大阪府豊中市熊野町4-11-9 1F
シェフカワカミ 東豊中店,豊中市,コンビニ・スーパー,,3.05,2,21,-,～￥999,大阪府豊中市熊野町4-8-2
岳獅,豊中市,日本料理,,3.11,18,567,"￥4,000～￥4,999",-,大阪府豊中市熊野町4-11-5
一蓮家 豊中店,豊中市,ラーメン,,3.06,23,133,"￥1,000～￥1,999",～￥999,大阪府豊中市熊野町2-9-58
天ぷら 山崎,豊中市,天ぷら,,3.1,14,564,-,-,大阪府豊中市熊野町4-11-4
うえだ逸品料理,豊中市,居酒屋,,,1,8,-,-,大阪府豊中市熊野町4-23-5
なんてん,豊中市,喫茶店,,3.05,8,54,-,-,大阪府豊中市熊野町4-1-57
